"","subj","item","pred","rt"
"874",49,19,1,282.167057926983
"875",49,21,1,335.634822222694
"876",49,23,1,320.766940548544
"877",49,25,1,287.657609813186
"878",49,27,1,467.837370542044
"879",49,29,1,315.497051064749
"880",49,31,1,276.460998943858
"881",49,33,1,494.21845146893
"882",49,35,1,251.449625172682
"883",50,1,1,426.440073478122
"884",50,3,1,395.501906015851
"885",50,5,1,346.880738966517
"886",50,7,1,278.82933371703
"887",50,9,1,263.345030172729
"888",50,11,1,261.953988530479
"889",50,13,1,469.222284993178
"890",50,15,1,340.509772013989
"891",50,17,1,334.130003363818
"892",50,19,1,282.233499408667
"893",50,21,1,257.929123528571
"894",50,23,1,194.860319927658
"895",50,25,1,305.335600497809
"896",50,27,1,456.433665415296
"897",50,29,1,447.563646184117
"898",50,31,1,260.749771473519
"899",50,33,1,317.17987975737
"900",50,35,1,295.455583809592
"901",51,1,1,331.85662868919
"902",51,3,1,230.587908042017
"903",51,5,1,230.188408843472
"904",51,7,1,356.932669152662
"905",51,9,1,240.793865790012
"906",51,11,1,550.314528090953
"907",51,13,1,331.430722210054
"908",51,15,1,373.317066722688
"909",51,17,1,284.178666361888
"910",51,19,1,379.756103896598
"911",51,21,1,358.278670160557
"912",51,23,1,213.728646937621
"913",51,25,1,365.811607696059
"914",51,27,1,263.090086180939
"915",51,29,1,293.126988395715
"916",51,31,1,347.564178656474
"917",51,33,1,389.076657742927
"918",51,35,1,418.716755088052
"919",52,1,1,376.0290371258
"920",52,3,1,281.179333334101
"921",52,5,1,470.571474331358
"922",52,7,1,461.053492303478
"923",52,9,1,233.261353383375
"924",52,11,1,190.732350316095
"925",52,13,1,259.10668204086
"926",52,15,1,355.139403958409
"927",52,17,1,333.215184553088
"928",52,19,1,303.237687447953
"929",52,21,1,317.079350380939
"930",52,23,1,386.686948733517
"931",52,25,1,328.48837398352
"932",52,27,1,339.029011261774
"933",52,29,1,189.16106345306
"934",52,31,1,315.57507809652
"935",52,33,1,392.313026727592
"936",52,35,1,319.914037524824
"937",53,1,1,227.493595826405
"938",53,3,1,322.645207895455
"939",53,5,1,183.961819564018
"940",53,7,1,337.143547251309
"941",53,9,1,353.38271444028
"942",53,11,1,306.587190289127
"943",53,13,1,288.584233213784
"944",53,15,1,347.525707521452
"945",53,17,1,260.469030937216
"946",53,19,1,292.658318709364
"947",53,21,1,424.389135424856
"948",53,23,1,436.516717582277
"949",53,25,1,268.089509511689
"950",53,27,1,289.294135676913
"951",53,29,1,263.618317948776
"952",53,31,1,198.457236227473
"953",53,33,1,231.11247841223
"954",53,35,1,186.894918996697
"955",54,1,1,388.717412563387
"956",54,3,1,283.10898845366
"957",54,5,1,390.47338469337
"958",54,7,1,453.192162708535
"959",54,9,1,310.792233905641
"960",54,11,1,286.498435126983
"961",54,13,1,254.770636398222
"962",54,15,1,390.826246211031
"963",54,17,1,519.408638697801
"964",54,19,1,413.41601198636
"965",54,21,1,355.404965837828
"966",54,23,1,225.617155705523
"967",54,25,1,314.791569433927
"968",54,27,1,263.068051897046
"969",54,29,1,324.021704687556
"970",54,31,1,325.68025572301
"971",54,33,1,302.320724579672
"972",54,35,1,263.141062096201
"973",55,1,1,476.885364773918
"974",55,3,1,204.789677802047
"975",55,5,1,454.519401194282
"976",55,7,1,210.372406007178
"977",55,9,1,238.459943861596
"978",55,11,1,333.495834009101
"979",55,13,1,318.64882727867
"980",55,15,1,269.574171358771
"981",55,17,1,163.750269721966
"982",55,19,1,322.071552043788
"983",55,21,1,232.11052971495
"984",55,23,1,392.91329880718
"985",55,25,1,396.348383204613
"986",55,27,1,346.116651652838
"987",55,29,1,368.24558993754
"988",55,31,1,278.753538988328
"989",55,33,1,332.929523535697
"990",55,35,1,261.517963813659
"991",56,1,1,338.718275610571
"992",56,3,1,346.045368373524
"993",56,5,1,426.391507102881
"994",56,7,1,224.435907776734
"995",56,9,1,468.837451724359
"996",56,11,1,365.782002501674
"997",56,13,1,425.81598888665
"998",56,15,1,527.631619388061
"999",56,17,1,650.064697930374
"1000",56,19,1,450.174203950313
"1001",56,21,1,328.914674228626
"1002",56,23,1,388.39169959521
"1003",56,25,1,423.89052976691
"1004",56,27,1,382.468245960282
"1005",56,29,1,474.569052577477
"1006",56,31,1,251.084494803056
"1007",56,33,1,193.063331322086
"1008",56,35,1,427.172938794926
"1009",57,1,1,312.670087836415
"1010",57,3,1,330.538218978434
"1011",57,5,1,374.401211624729
"1012",57,7,1,444.558606249193
"1013",57,9,1,481.639412254601
"1014",57,11,1,290.393261836357
"1015",57,13,1,477.699182183414
"1016",57,15,1,313.54567673123
"1017",57,17,1,325.049021367327
"1018",57,19,1,194.242260670393
"1019",57,21,1,298.704888310344
"1020",57,23,1,554.640634456585
"1021",57,25,1,245.251441581643
"1022",57,27,1,341.519333328201
"1023",57,29,1,226.610337001618
"1024",57,31,1,281.618117520058
"1025",57,33,1,264.258951834097
"1026",57,35,1,435.258918529182
"1027",58,1,1,304.782138455572
"1028",58,3,1,364.173717571633
"1029",58,5,1,310.916039264475
"1030",58,7,1,312.551163308696
"1031",58,9,1,407.871808056297
"1032",58,11,1,326.493500144727
"1033",58,13,1,213.970071679675
"1034",58,15,1,262.079671766982
"1035",58,17,1,337.466854643027
"1036",58,19,1,216.621221150675
"1037",58,21,1,400.95817693534
"1038",58,23,1,194.627381626746
"1039",58,25,1,339.125780451113
"1040",58,27,1,359.733039388434
"1041",58,29,1,360.350323242746
"1042",58,31,1,440.984707575073
"1043",58,33,1,482.68949509953
"1044",58,35,1,490.440799681111
"1045",59,1,1,338.408559088987
"1046",59,3,1,382.140141715125
"1047",59,5,1,342.308370901999
"1048",59,7,1,325.829031446468
"1049",59,9,1,461.805119907945
"1050",59,11,1,417.796220159102
"1051",59,13,1,195.775637571998
"1052",59,15,1,251.652133384563
"1053",59,17,1,261.715957837594
"1054",59,19,1,435.38301859833
"1055",59,21,1,212.681248321822
"1056",59,23,1,208.027211873372
"1057",59,25,1,219.317391187673
"1058",59,27,1,297.434379871799
"1059",59,29,1,441.56444716824
"1060",59,31,1,416.496538512451
"1061",59,33,1,353.429643224559
"1062",59,35,1,332.095329007276
"1063",60,1,1,446.293808825314
"1064",60,3,1,424.300371280851
"1065",60,5,1,417.844724651779
"1066",60,7,1,464.660482763494
"1067",60,9,1,446.504913964469
"1068",60,11,1,378.57123657389
"1069",60,13,1,264.8124669048
"1070",60,15,1,374.028141898267
"1071",60,17,1,428.058914418585
"1072",60,19,1,405.055022021313
"1073",60,21,1,297.275565404308
"1074",60,23,1,215.26570493068
"1075",60,25,1,326.746417860525
"1076",60,27,1,314.99759643605
"1077",60,29,1,254.511262460598
"1078",60,31,1,374.226053967724
"1079",60,33,1,369.352648648671
"1080",60,35,1,422.891203427318
"1081",61,1,1,339.30151861756
"1082",61,3,1,319.791413520368
"1083",61,5,1,404.044257675423
"1084",61,7,1,328.114292742785
"1085",61,9,1,461.136092469353
"1086",61,11,1,337.502833746964
"1087",61,13,1,407.131024701909
"1088",61,15,1,313.981402989513
"1089",61,17,1,224.151690614945
"1090",61,19,1,513.908461249917
"1091",61,21,1,243.219538405224
"1092",61,23,1,412.338690081912
"1093",61,25,1,330.711963072065
"1094",61,27,1,318.875778388322
"1095",61,29,1,330.164972174888
"1096",61,31,1,233.075256626197
"1097",61,33,1,445.196475134886
"1098",61,35,1,315.528211893703
"1099",62,1,1,344.687022372789
"1100",62,3,1,499.006735711012
"1101",62,5,1,277.589258986847
"1102",62,7,1,334.34076996013
"1103",62,9,1,387.917388528816
"1104",62,11,1,284.912865016569
"1105",62,13,1,329.284013315511
"1106",62,15,1,350.363540771685
"1107",62,17,1,346.206634328377
"1108",62,19,1,313.711191925446
"1109",62,21,1,324.751201507925
"1110",62,23,1,308.998711889484
"1111",62,25,1,366.552803348304
"1112",62,27,1,341.831662451917
"1113",62,29,1,298.600740226972
"1114",62,31,1,308.6357797564
"1115",62,33,1,462.749666691512
"1116",62,35,1,328.584690333763
"1117",63,1,1,410.715048662711
"1118",63,3,1,329.974949232825
"1119",63,5,1,244.41080442453
"1120",63,7,1,445.895807669683
"1121",63,9,1,392.0739862645
"1122",63,11,1,227.768810997526
"1123",63,13,1,254.787095496749
"1124",63,15,1,289.649882993006
"1125",63,17,1,367.713495277181
"1126",63,19,1,346.48893483604
"1127",63,21,1,451.02480263287
"1128",63,23,1,380.501145402964
"1129",63,25,1,381.647489979144
"1130",63,27,1,357.925008420849
"1131",63,29,1,309.0844336429
"1132",63,31,1,399.321635046256
"1133",63,33,1,461.921813850887
"1134",63,35,1,389.046313226726
"1135",64,1,1,369.109007444026
"1136",64,3,1,504.193084720984
"1137",64,5,1,383.357142930896
"1138",64,7,1,411.696910819525
"1139",64,9,1,426.988705899758
"1140",64,11,1,274.321550718171
"1141",64,13,1,505.087604136284
"1142",64,15,1,320.426962940555
"1143",64,17,1,264.665043317796
"1144",64,19,1,367.078541435926
"1145",64,21,1,325.798112172327
"1146",64,23,1,343.763324877066
"1147",64,25,1,287.640380747509
"1148",64,27,1,439.179432247079
"1149",64,29,1,355.221425141486
"1150",64,31,1,347.862459131067
"1151",64,33,1,338.36550546999
"1152",64,35,1,312.26594842424
"1153",65,1,1,373.873561655646
"1154",65,3,1,303.731345212607
"1155",65,5,1,335.673942946866
"1156",65,7,1,347.928758063036
"1157",65,9,1,301.854210899111
"1158",65,11,1,231.87378134318
"1159",65,13,1,542.257189054739
"1160",65,15,1,371.626914104138
"1161",65,17,1,303.823875989092
"1162",65,19,1,381.518998111471
"1163",65,21,1,379.611353910309
"1164",65,23,1,416.600541370684
"1165",65,25,1,307.666078081657
"1166",65,27,1,222.093164899208
"1167",65,29,1,328.814985786671
"1168",65,31,1,256.189313354664
"1169",65,33,1,279.830578066636
"1170",65,35,1,414.299251475326
"1171",66,1,1,334.027112183957
"1172",66,3,1,512.883228194575
"1173",66,5,1,243.897055678532
"1174",66,7,1,267.864530149121
"1175",66,9,1,260.808191874577
"1176",66,11,1,433.101399666502
"1177",66,13,1,302.06152678373
"1178",66,15,1,633.209910025613
"1179",66,17,1,439.487571454868
"1180",66,19,1,315.88024283718
"1181",66,21,1,247.534266579213
"1182",66,23,1,257.674825142962
"1183",66,25,1,280.248096190506
"1184",66,27,1,388.663297653147
"1185",66,29,1,379.265032871391
"1186",66,31,1,357.400841889032
"1187",66,33,1,245.68328677637
"1188",66,35,1,235.683867608812
"1189",67,1,1,337.798293268338
"1190",67,3,1,212.352364995224
"1191",67,5,1,326.281535638403
"1192",67,7,1,432.013239225957
"1193",67,9,1,541.375827192521
"1194",67,11,1,191.591620378955
"1195",67,13,1,310.975820881448
"1196",67,15,1,328.250765128731
"1197",67,17,1,402.131744003802
"1198",67,19,1,341.283842178659
"1199",67,21,1,284.612362947013
"1200",67,23,1,344.460407565296
"1201",67,25,1,333.480242047865
"1202",67,27,1,258.880916663383
"1203",67,29,1,409.960449555305
"1204",67,31,1,441.425006785459
"1205",67,33,1,202.772022750262
"1206",67,35,1,294.091684685646
"1207",68,1,1,387.929003549865
"1208",68,3,1,322.419079366719
"1209",68,5,1,645.531271186968
"1210",68,7,1,399.241426338272
"1211",68,9,1,286.436965212012
"1212",68,11,1,326.985762299296
"1213",68,13,1,420.538573029386
"1214",68,15,1,300.30683230843
"1215",68,17,1,282.855007168147
"1216",68,19,1,425.435432625166
"1217",68,21,1,300.315011942876
"1218",68,23,1,335.415872371047
"1219",68,25,1,465.963484941086
"1220",68,27,1,289.27889013432
"1221",68,29,1,356.351599350229
"1222",68,31,1,283.320682590321
"1223",68,33,1,317.685333914054
"1224",68,35,1,410.834059532331
"1225",69,1,1,496.847458952077
"1226",69,3,1,502.085099198609
"1227",69,5,1,207.631305320956
"1228",69,7,1,282.75739669539
"1229",69,9,1,254.708865054246
"1230",69,11,1,397.200145056499
"1231",69,13,1,286.101967796067
"1232",69,15,1,359.6218738719
"1233",69,17,1,347.388648748425
"1234",69,19,1,360.29383346792
"1235",69,21,1,365.116445850533
"1236",69,23,1,333.888930045547
"1237",69,25,1,321.138441005266
"1238",69,27,1,466.273165058146
"1239",69,29,1,411.986685255617
"1240",69,31,1,395.526824333979
"1241",69,33,1,332.455535630593
"1242",69,35,1,472.206766110471
"1243",70,1,1,282.163119885418
"1244",70,3,1,288.549226519655
"1245",70,5,1,366.477235866283
"1246",70,7,1,290.891183757381
"1247",70,9,1,355.390536518722
"1248",70,11,1,248.239457227704
"1249",70,13,1,284.050890765467
"1250",70,15,1,281.173913501788
"1251",70,17,1,362.123897638954
"1252",70,19,1,289.772454221916
"1253",70,21,1,253.058607151826
"1254",70,23,1,251.145142931978
"1255",70,25,1,260.8871902166
"1256",70,27,1,335.320450465269
"1257",70,29,1,311.37750487274
"1258",70,31,1,284.46490466233
"1259",70,33,1,244.405451835633
"1260",70,35,1,393.047475001935
"1261",71,1,1,292.841750174648
"1262",71,3,1,532.784973508356
"1263",71,5,1,374.786385298592
"1264",71,7,1,325.838824357429
"1265",71,9,1,339.923942894085
"1266",71,11,1,250.792682881406
"1267",71,13,1,206.78238667228
"1268",71,15,1,392.168095767362
"1269",71,17,1,300.470997717985
"1270",71,19,1,348.855971432302
"1271",71,21,1,345.709530331006
"1272",71,23,1,302.994209270991
"1273",71,25,1,316.339748235002
"1274",71,27,1,449.112455805747
"1275",71,29,1,369.568120948226
"1276",71,31,1,386.47061035361
"1277",71,33,1,316.755070030134
"1278",71,35,1,235.646261008809
"1279",72,1,1,354.600873035128
"1280",72,3,1,290.689629890431
"1281",72,5,1,283.418307505613
"1282",72,7,1,282.88667671742
"1283",72,9,1,419.651992993888
"1284",72,11,1,215.857864783269
"1285",72,13,1,393.823915184184
"1286",72,15,1,272.497885441766
"1287",72,17,1,429.079495801758
"1288",72,19,1,250.102761078988
"1289",72,21,1,301.446347594311
"1290",72,23,1,276.764701598847
"1291",72,25,1,368.331770287217
"1292",72,27,1,419.790072311619
"1293",72,29,1,364.535399345596
"1294",72,31,1,287.098057097733
"1295",72,33,1,284.660355951585
"1296",72,35,1,368.651859561858
"1297",73,1,1,318.230644543221
"1298",73,3,1,330.669356553258
"1299",73,5,1,434.357514002799
"1300",73,7,1,329.061333100626
"1301",73,9,1,382.671463891737
"1302",73,11,1,251.356418406371
"1303",73,13,1,247.127441112874
"1304",73,15,1,230.637516366431
"1305",73,17,1,296.220156851581
"1306",73,19,1,394.856290395828
"1307",73,21,1,230.13921586955
"1308",73,23,1,448.857135299149
"1309",73,25,1,493.271909806265
"1310",73,27,1,292.505557512947
"1311",73,29,1,309.628386439955
"1312",73,31,1,372.772626109636
"1313",73,33,1,315.851215677638
"1314",73,35,1,309.890119741833
"1315",74,1,1,308.612252041081
"1316",74,3,1,380.595010693523
"1317",74,5,1,278.453516640373
"1318",74,7,1,470.590633780481
"1319",74,9,1,295.636829013907
"1320",74,11,1,190.672371083832
"1321",74,13,1,354.747111949148
"1322",74,15,1,493.684025008187
"1323",74,17,1,290.01957964952
"1324",74,19,1,171.646725539105
"1325",74,21,1,255.651538701167
"1326",74,23,1,323.80524188396
"1327",74,25,1,429.18134344363
"1328",74,27,1,397.381795781005
"1329",74,29,1,331.980003432704
"1330",74,31,1,408.325567601899
"1331",74,33,1,234.243778823008
"1332",74,35,1,335.914509410842
"1333",75,1,1,411.409692557781
"1334",75,3,1,290.257179405932
"1335",75,5,1,220.197766854897
"1336",75,7,1,258.679169062697
"1337",75,9,1,315.255487477815
"1338",75,11,1,274.060153538889
"1339",75,13,1,224.965753162015
"1340",75,15,1,216.491300115336
"1341",75,17,1,293.911617850073
"1342",75,19,1,273.976397575257
"1343",75,21,1,300.805793455973
"1344",75,23,1,405.648255219499
"1345",75,25,1,290.008336210998
"1346",75,27,1,344.610983314742
"1347",75,29,1,332.382652957062
"1348",75,31,1,252.035365459537
"1349",75,33,1,285.33026500194
"1350",75,35,1,380.45376669218
"1351",76,1,1,205.382754007749
"1352",76,3,1,375.767411848435
"1353",76,5,1,227.036704804477
"1354",76,7,1,180.369792578636
"1355",76,9,1,396.08221583855
"1356",76,11,1,259.44917425949
"1357",76,13,1,370.610322430573
"1358",76,15,1,279.139683183208
"1359",76,17,1,387.123389176488
"1360",76,19,1,372.592256881881
"1361",76,21,1,271.36376766061
"1362",76,23,1,307.770129194841
"1363",76,25,1,319.964053546821
"1364",76,27,1,289.534054149784
"1365",76,29,1,186.218013006232
"1366",76,31,1,258.071358168019
"1367",76,33,1,301.55222326745
"1368",76,35,1,558.926143521665
"1369",77,1,1,426.566706196152
"1370",77,3,1,357.161074531018
"1371",77,5,1,260.597820991075
"1372",77,7,1,352.926173474786
"1373",77,9,1,388.930434531328
"1374",77,11,1,306.972070604406
"1375",77,13,1,423.219860528979
"1376",77,15,1,357.081111141563
"1377",77,17,1,436.773239546756
"1378",77,19,1,405.900806648064
"1379",77,21,1,241.946920350188
"1380",77,23,1,391.623379089547
"1381",77,25,1,200.299257759692
"1382",77,27,1,354.034236805944
"1383",77,29,1,425.375727637867
"1384",77,31,1,369.974980613131
"1385",77,33,1,250.833576614705
"1386",77,35,1,394.762701814582
"1387",78,1,1,254.963719767585
"1388",78,3,1,345.530305867155
"1389",78,5,1,214.815901655687
"1390",78,7,1,284.430797642828
"1391",78,9,1,293.968741038462
"1392",78,11,1,197.269379999704
"1393",78,13,1,498.661682581347
"1394",78,15,1,443.772147942931
"1395",78,17,1,419.14682831048
"1396",78,19,1,356.400957025865
"1397",78,21,1,364.309838548406
"1398",78,23,1,413.865879885659
"1399",78,25,1,435.777073513119
"1400",78,27,1,290.714382995016
"1401",78,29,1,293.430453510271
"1402",78,31,1,284.297558246064
"1403",78,33,1,247.904056344573
"1404",78,35,1,373.993321782125
"1405",79,1,1,316.323116810283
"1406",79,3,1,389.322435120137
"1407",79,5,1,277.476120863097
"1408",79,7,1,250.439411904415
"1409",79,9,1,252.361895624632
"1410",79,11,1,342.008873733515
"1411",79,13,1,275.063657641408
"1412",79,15,1,327.753570770672
"1413",79,17,1,571.073996235277
"1414",79,19,1,373.045013421302
"1415",79,21,1,379.891921576917
"1416",79,23,1,263.723911783084
"1417",79,25,1,520.190675078325
"1418",79,27,1,337.505173431619
"1419",79,29,1,231.162675338545
"1420",79,31,1,370.82526359614
"1421",79,33,1,461.461329745651
"1422",79,35,1,343.775441890546
"1423",80,1,1,333.468709185878
"1424",80,3,1,328.708768444422
"1425",80,5,1,330.068712990475
"1426",80,7,1,313.760951450451
"1427",80,9,1,386.290010631037
"1428",80,11,1,341.540487850382
"1429",80,13,1,360.89168142316
"1430",80,15,1,296.849197333219
"1431",80,17,1,441.992599874511
"1432",80,19,1,236.124556902923
"1433",80,21,1,326.801726947193
"1434",80,23,1,352.25965514797
"1435",80,25,1,213.466273791527
"1436",80,27,1,332.163577789695
"1437",80,29,1,297.365444535587
"1438",80,31,1,257.173666567939
"1439",80,33,1,242.063290929647
"1440",80,35,1,266.607532392376
"1441",81,1,1,503.566284615492
"1442",81,3,1,237.307920883098
"1443",81,5,1,377.853878298685
"1444",81,7,1,374.792314256238
"1445",81,9,1,342.298767258983
"1446",81,11,1,392.837566800219
"1447",81,13,1,764.735631872345
"1448",81,15,1,294.631553406116
"1449",81,17,1,282.068723945558
"1450",81,19,1,248.058923449734
"1451",81,21,1,236.410783380054
"1452",81,23,1,223.502464374533
"1453",81,25,1,526.829089837151
"1454",81,27,1,395.722161452081
"1455",81,29,1,305.132000285922
"1456",81,31,1,367.584989107567
"1457",81,33,1,290.986780307946
"1458",81,35,1,405.265791552318
"1459",82,1,1,392.928261029252
"1460",82,3,1,495.31916485405
"1461",82,5,1,344.752049426584
"1462",82,7,1,229.105012972126
"1463",82,9,1,315.472957136623
"1464",82,11,1,196.96233129185
"1465",82,13,1,370.069588697049
"1466",82,15,1,257.665565877752
"1467",82,17,1,534.857735286535
"1468",82,19,1,297.746141814288
"1469",82,21,1,514.643380952544
"1470",82,23,1,469.408678340278
"1471",82,25,1,374.290603663762
"1472",82,27,1,411.808663084564
"1473",82,29,1,713.751410493839
"1474",82,31,1,362.647162366787
"1475",82,33,1,515.675032572105
"1476",82,35,1,333.188306635588
"1477",83,1,1,401.696029894218
"1478",83,3,1,318.462941044356
"1479",83,5,1,342.81669698547
"1480",83,7,1,375.018942428371
"1481",83,9,1,498.40210854779
"1482",83,11,1,418.739673531964
"1483",83,13,1,373.560776379645
"1484",83,15,1,281.465771315769
"1485",83,17,1,458.150008019962
"1486",83,19,1,303.006473716454
"1487",83,21,1,283.106688174043
"1488",83,23,1,420.091385790385
"1489",83,25,1,220.847292564532
"1490",83,27,1,421.82300151508
"1491",83,29,1,357.97883218184
"1492",83,31,1,383.235181110188
"1493",83,33,1,284.240736238279
"1494",83,35,1,244.057136685173
"1495",84,1,1,290.655929857863
"1496",84,3,1,217.726275528781
"1497",84,5,1,331.833590598104
"1498",84,7,1,324.337443966297
"1499",84,9,1,208.893697234103
"1500",84,11,1,388.990099438613
"1501",84,13,1,290.174355637311
"1502",84,15,1,312.717272061161
"1503",84,17,1,353.336262491969
"1504",84,19,1,197.174707658122
"1505",84,21,1,431.707320433326
"1506",84,23,1,350.275424633612
"1507",84,25,1,413.15477308555
"1508",84,27,1,385.060690068924
"1509",84,29,1,421.307092858248
"1510",84,31,1,245.330533592147
"1511",84,33,1,266.467980152412
"1512",84,35,1,309.523534162476
"1513",85,1,1,528.162903386769
"1514",85,3,1,205.969184941193
"1515",85,5,1,234.556541240169
"1516",85,7,1,389.984672526857
"1517",85,9,1,377.0829473478
"1518",85,11,1,325.765479817399
"1519",85,13,1,342.526727883469
"1520",85,15,1,286.730644845965
"1521",85,17,1,329.089782870941
"1522",85,19,1,361.367197901967
"1523",85,21,1,254.123361413472
"1524",85,23,1,406.186366516313
"1525",85,25,1,413.433880810304
"1526",85,27,1,337.371924420561
"1527",85,29,1,338.768628183662
"1528",85,31,1,331.032305370771
"1529",85,33,1,233.553207932061
"1530",85,35,1,237.478109365158
"1531",86,1,1,366.241524029326
"1532",86,3,1,452.587369812913
"1533",86,5,1,247.351552094305
"1534",86,7,1,227.348422149137
"1535",86,9,1,344.177560435454
"1536",86,11,1,489.33224262823
"1537",86,13,1,303.618610929022
"1538",86,15,1,361.578869134398
"1539",86,17,1,381.040512106036
"1540",86,19,1,265.138764309825
"1541",86,21,1,432.021231196783
"1542",86,23,1,449.513001011683
"1543",86,25,1,354.436887911568
"1544",86,27,1,404.946565654795
"1545",86,29,1,430.288222982211
"1546",86,31,1,375.209393701163
"1547",86,33,1,504.713743475344
"1548",86,35,1,475.940389651389
"1549",87,1,1,493.658321999881
"1550",87,3,1,198.03928923933
"1551",87,5,1,223.172329058587
"1552",87,7,1,523.032355886866
"1553",87,9,1,258.315376450207
"1554",87,11,1,363.711283356341
"1555",87,13,1,296.123963384304
"1556",87,15,1,434.834963527979
"1557",87,17,1,222.198764839293
"1558",87,19,1,243.798645919564
"1559",87,21,1,472.530832604344
"1560",87,23,1,363.509484451693
"1561",87,25,1,250.720965220282
"1562",87,27,1,306.438857415567
"1563",87,29,1,246.919339770984
"1564",87,31,1,385.111934883551
"1565",87,33,1,191.554088066705
"1566",87,35,1,369.487247424288
"1567",88,1,1,323.668168119184
"1568",88,3,1,213.819497970014
"1569",88,5,1,307.224772336542
"1570",88,7,1,278.945657748872
"1571",88,9,1,411.232459390956
"1572",88,11,1,446.376331110064
"1573",88,13,1,223.024375914771
"1574",88,15,1,343.313251963149
"1575",88,17,1,415.394356586163
"1576",88,19,1,271.561924235055
"1577",88,21,1,494.255258094452
"1578",88,23,1,353.114120454162
"1579",88,25,1,334.244456624448
"1580",88,27,1,456.934122784384
"1581",88,29,1,259.634786062368
"1582",88,31,1,272.08036761088
"1583",88,33,1,355.323508411479
"1584",88,35,1,291.386521044177
"1585",89,1,1,276.738943200673
"1586",89,3,1,500.161670353067
"1587",89,5,1,240.529457791389
"1588",89,7,1,395.296166604097
"1589",89,9,1,280.357624296639
"1590",89,11,1,415.298258842206
"1591",89,13,1,281.366940035074
"1592",89,15,1,355.003805369214
"1593",89,17,1,300.856777003536
"1594",89,19,1,296.653053010432
"1595",89,21,1,621.577152338859
"1596",89,23,1,257.8430132044
"1597",89,25,1,499.447185718689
"1598",89,27,1,289.449900372662
"1599",89,29,1,395.411793123399
"1600",89,31,1,440.778181211767
"1601",89,33,1,445.566193505572
"1602",89,35,1,389.458153989581
"1603",90,1,1,297.375116272068
"1604",90,3,1,297.920155193444
"1605",90,5,1,266.318209000228
"1606",90,7,1,412.677436814473
"1607",90,9,1,302.33916620574
"1608",90,11,1,293.19895256355
"1609",90,13,1,383.69631518776
"1610",90,15,1,225.260410410147
"1611",90,17,1,244.881126206582
"1612",90,19,1,396.078885495802
"1613",90,21,1,225.03774459998
"1614",90,23,1,399.211477085835
"1615",90,25,1,189.460916422519
"1616",90,27,1,286.749137907645
"1617",90,29,1,284.456614917684
"1618",90,31,1,359.948686241158
"1619",90,33,1,299.728532509353
"1620",90,35,1,410.421206526261
"1621",91,1,1,407.732046519484
"1622",91,3,1,361.628835137051
"1623",91,5,1,588.048762411146
"1624",91,7,1,293.506186243283
"1625",91,9,1,336.202890075723
"1626",91,11,1,328.681603634191
"1627",91,13,1,347.234572192223
"1628",91,15,1,536.516563291737
"1629",91,17,1,348.428266880573
"1630",91,19,1,272.468792349384
"1631",91,21,1,242.883663460128
"1632",91,23,1,440.885660195242
"1633",91,25,1,431.45907346681
"1634",91,27,1,443.636709689961
"1635",91,29,1,262.484436135815
"1636",91,31,1,305.497198984512
"1637",91,33,1,517.637751749754
"1638",91,35,1,313.715986879373
"1639",92,1,1,329.918952493669
"1640",92,3,1,380.89172924017
"1641",92,5,1,349.290499325426
"1642",92,7,1,249.823168743777
"1643",92,9,1,377.936635121466
"1644",92,11,1,249.09912413049
"1645",92,13,1,423.998389713343
"1646",92,15,1,228.184800518872
"1647",92,17,1,366.741252417059
"1648",92,19,1,401.067704359076
"1649",92,21,1,396.708437383092
"1650",92,23,1,492.357103964491
"1651",92,25,1,451.101534853892
"1652",92,27,1,390.72083576295
"1653",92,29,1,305.916998371749
"1654",92,31,1,406.929245906492
"1655",92,33,1,289.737972803534
"1656",92,35,1,315.699401620569
"1657",93,1,1,336.071483496542
"1658",93,3,1,226.428808410473
"1659",93,5,1,380.475728824228
"1660",93,7,1,167.677834738365
"1661",93,9,1,230.055737369046
"1662",93,11,1,422.892898812384
"1663",93,13,1,555.28370219339
"1664",93,15,1,382.308796852553
"1665",93,17,1,372.930363878649
"1666",93,19,1,352.514612950267
"1667",93,21,1,447.195757310902
"1668",93,23,1,279.175678635652
"1669",93,25,1,266.964457493866
"1670",93,27,1,308.373966423103
"1671",93,29,1,399.060498923062
"1672",93,31,1,569.255130555963
"1673",93,33,1,266.776649570201
"1674",93,35,1,368.232293088082
"1675",94,1,1,221.164136876965
"1676",94,3,1,220.732794907448
"1677",94,5,1,227.150534461542
"1678",94,7,1,289.219498947587
"1679",94,9,1,242.110715904645
"1680",94,11,1,516.238145075161
"1681",94,13,1,345.995346952871
"1682",94,15,1,238.636302035819
"1683",94,17,1,342.851288126367
"1684",94,19,1,336.128211079224
"1685",94,21,1,390.021313142693
"1686",94,23,1,300.832535233076
"1687",94,25,1,380.532545691337
"1688",94,27,1,306.910089544577
"1689",94,29,1,556.968735962626
"1690",94,31,1,320.875842587915
"1691",94,33,1,310.642716808098
"1692",94,35,1,331.141958106305
"1693",95,1,1,272.785096984579
"1694",95,3,1,387.677397462378
"1695",95,5,1,282.698769803416
"1696",95,7,1,330.613662572486
"1697",95,9,1,385.315273622416
"1698",95,11,1,182.019151437432
"1699",95,13,1,316.539250580044
"1700",95,15,1,359.870726588439
"1701",95,17,1,392.106790920232
"1702",95,19,1,444.818104680457
"1703",95,21,1,203.67547143745
